Unnamed: 0,Photo,Cond,Ci,Trmmol,VPD,LA,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,Pari,Press,id,X,SetLA
12,23.5,0.184,1190.0,2.66,1.52,6.0,0.5,2.25,21.66,25.14,20.32,1499.23,1444.57,11.616,16.836,44.9,64.75,300.2,1800.0,99.92,Auburn_Mgra_2,,
13,24.2,0.171,1660.0,2.51,1.54,6.0,0.5,2.25,21.39,25.06,19.93,1999.87,1941.8,11.541,16.485,45.11,64.44,300.2,1800.0,99.92,Auburn_Mgra_2,,
1,4.39,0.034,173.0,0.646,1.88,6.0,0.5,2.25,22.77,25.09,21.82,399.74,390.44,11.883,13.16,42.65,47.24,299.6,1801.0,99.93,Auburn_Qvir_1,,
2,2.28,0.0258,144.0,0.492,1.89,6.0,0.5,2.25,21.77,24.99,21.17,298.56,293.7,11.957,12.93,45.75,49.39,299.6,1801.0,99.93,Auburn_Qvir_1,,
3,1.07,0.0235,118.0,0.447,1.88,6.0,0.5,2.25,21.24,24.91,20.59,198.7,196.38,11.939,12.823,47.11,50.58,299.6,1801.0,99.93,Auburn_Qvir_1,,
4,0.165,0.0218,85.1,0.412,1.86,6.0,0.5,2.25,21.47,24.81,20.99,100.56,100.14,11.989,12.803,46.7,49.8,299.6,1801.0,99.93,Auburn_Qvir_1,,
5,-0.299,0.0224,70.1,0.427,1.88,6.0,0.5,2.25,21.71,24.89,21.37,49.92,50.48,11.974,12.817,45.9,49.12,299.6,1801.0,99.93,Auburn_Qvir_1,,
6,2.75,0.022,184.0,0.423,1.9,6.0,0.5,2.25,22.02,25.04,21.78,400.73,394.89,12.022,12.859,45.3,48.39,299.6,1801.0,99.93,Auburn_Qvir_1,,
7,2.76,0.022,183.0,0.421,1.88,6.0,0.5,2.25,21.71,24.95,21.19,400.16,394.3,12.037,12.869,46.22,49.34,299.6,1800.0,99.93,Auburn_Qvir_1,,
8,4.31,0.0236,283.0,0.452,1.89,6.0,0.5,2.25,22.02,25.04,21.78,600.53,591.36,12.056,12.949,45.41,48.7,299.6,1800.0,99.93,Auburn_Qvir_1,,
9,5.7,0.0172,241.0,0.302,1.73,6.0,0.5,2.25,21.78,25.02,21.38,800.46,788.57,14.002,14.598,53.49,55.71,299.6,1800.0,99.93,Auburn_Qvir_1,,
10,7.0,0.0161,268.0,0.257,1.57,6.0,0.5,2.25,21.64,25.0,21.18,999.84,985.32,15.568,16.075,59.97,61.88,299.6,1800.0,99.93,Auburn_Qvir_1,,
11,8.06,0.021,544.0,0.324,1.51,6.0,0.5,2.25,21.99,24.79,21.78,1199.62,1182.71,15.641,16.278,59.0,61.34,299.6,1800.0,99.93,Auburn_Qvir_1,,
12,10.1,0.0195,620.0,0.309,1.55,6.0,0.5,2.25,21.53,25.01,20.99,1499.56,1478.46,15.684,16.292,60.84,63.15,299.6,1799.0,99.93,Auburn_Qvir_1,,
13,13.0,0.0192,842.0,0.298,1.53,6.0,0.5,2.25,21.38,24.88,20.79,1999.91,1972.6,15.747,16.333,61.65,63.9,299.6,1799.0,99.93,Auburn_Qvir_1,,
1,5.27226734123286,0.0761549727066968,227.0,0.756224204500066,0.98,22.533,0.5,7.2,22.82,25.14,21.47,399.05,346.94,17.144,24.087,60.23,84.21,399.8,1800.0,97.53,Guelph_Pmar_3,1.0,
2,3.88763147383837,0.0710957262681401,169.0,0.700306217547597,0.967,22.533,0.5,7.2,22.62,24.84,21.49,301.23,262.99,17.285,23.705,61.57,83.93,399.8,1800.0,97.55,Guelph_Pmar_3,2.0,
3,2.33790440686992,0.0692317933697244,118.0,0.702968978831048,0.995,22.533,0.5,7.2,23.02,25.01,22.08,199.48,176.36,17.343,23.78,60.19,82.16,399.8,1800.0,97.54,Guelph_Pmar_3,3.0,
4,0.756224204500066,0.0694980694980695,73.2,0.700306217547597,0.992,22.533,0.5,7.2,23.05,25.06,22.08,100.3,92.58,17.483,23.909,60.57,82.46,399.8,1800.0,97.54,Guelph_Pmar_3,4.0,
5,0.0127279989348955,0.0673678604713087,49.8,0.676341365996538,0.987,22.533,0.5,7.2,22.77,25.01,21.69,51.44,50.99,17.674,23.879,62.35,83.76,399.8,1800.0,97.54,Guelph_Pmar_3,5.0,
6,5.40540540540541,0.0697643456264146,215.0,0.684329649846891,0.964,22.533,0.5,7.2,22.84,24.91,21.88,399.94,347.04,17.636,23.913,61.59,83.51,399.8,1800.0,97.55,Guelph_Pmar_3,6.0,
7,5.21901211556384,0.0679004127279989,217.0,0.673678604713087,0.972,22.533,0.5,7.2,22.89,24.96,21.88,399.61,348.33,17.771,23.941,62.17,83.4,399.8,1800.0,97.55,Guelph_Pmar_3,7.0,
8,7.82851817334576,0.0676341365996538,324.0,0.657702037012382,0.956,22.533,0.5,7.2,22.62,24.86,21.49,598.79,521.94,17.874,23.909,63.54,84.65,399.8,1800.0,97.56,Guelph_Pmar_3,8.0,
9,10.1184928771136,0.0679004127279989,445.0,0.665690320862735,0.961,22.533,0.5,7.2,22.74,24.9,21.69,798.75,699.39,17.83,23.936,62.66,84.11,399.8,1800.0,97.57,Guelph_Pmar_3,9.0,
10,11.5563839701771,0.0673678604713087,591.0,0.663027559579284,0.966,22.533,0.5,7.2,22.87,24.93,21.88,999.87,885.7,17.875,23.96,62.36,83.59,399.8,1800.0,97.57,Guelph_Pmar_3,10.0,
11,12.4350951937159,0.0671015843429636,757.0,0.665690320862735,0.97,22.533,0.5,7.2,22.9,24.98,21.88,1200.55,1076.96,17.919,24.011,62.4,83.62,399.8,1800.0,97.57,Guelph_Pmar_3,11.0,
12,13.2605511915857,0.0665690320862735,1020.0,0.660364798295833,0.974,22.533,0.5,7.2,22.91,25.0,21.88,1499.14,1366.17,17.963,24.027,62.51,83.62,399.8,1800.0,97.57,Guelph_Pmar_3,12.0,
13,14.0061243509519,0.0660364798295833,1480.0,0.665690320862735,0.987,22.533,0.5,7.2,23.07,25.11,22.08,1999.07,1855.88,18.012,24.111,62.07,83.08,399.8,1800.0,97.57,Guelph_Pmar_3,13.0,
1,-0.0094744637577916,0.0036739437221727,387.5958088,0.0965785453250223,2.498080705,5.615,0.5,2.25,32.01117325,35.19623947,30.50908661,400.1046448,400.0501099,32.15646744,32.33123779,66.85916138,67.22254181,300.2543945,1800.291626,99.3454895,Horizontes_Ssam_2,1.0,
2,-0.257357942297418,0.0053185154051647,364.4302266,0.135178494390027,2.417966756,5.615,0.5,2.25,31.86375999,34.94727707,30.77545738,299.9996338,300.4049683,32.10618591,32.35079956,67.31477356,67.82763672,300.2580261,1800.265137,99.34636688,Horizontes_Ssam_2,2.0,
3,-0.544514395725735,0.0062791159394479,329.3911933,0.15742096349065,2.386187639,5.615,0.5,2.25,32.05854797,34.86698532,31.29728317,200.0339813,200.9930115,32.13472366,32.41954422,66.63458252,67.22518921,300.2811584,1801.158203,99.34474182,Horizontes_Ssam_2,3.0,
4,-0.60412207586821,0.0064534685663401,244.240766,0.16232480890472,2.393996178,5.615,0.5,2.25,32.16403198,34.91139984,31.46723175,99.98301697,101.0820618,32.18597412,32.47966766,66.34464264,66.95002747,300.2619934,1800.385498,99.3458786,Horizontes_Ssam_2,4.0,
5,-0.665295798753339,0.006386613713268,214.0331415,0.16036071237756,2.389652962,5.615,0.5,2.25,32.18397903,34.89144897,31.47605705,51.11597824,52.34439468,32.17292023,32.46306229,66.23852539,66.83587646,300.2649231,1800.301636,99.33916473,Horizontes_Ssam_2,5.0,
6,0.284734868388246,0.0070389702582368,320.2263266,0.175938816384684,2.379528189,5.615,0.5,2.25,32.38718414,34.86434555,31.80054283,400.2029419,399.5390015,32.16195679,32.48029327,65.45999908,66.10791779,300.2512512,1800.495239,99.33870697,Horizontes_Ssam_2,6.0,
7,0.0707455020480855,0.007077449332146,368.1982301,0.178227262333036,2.397264906,5.615,0.5,2.25,32.47940826,34.91989517,31.82632065,400.0073853,399.7418518,32.15242004,32.47489548,65.10267639,65.75562286,300.2544861,1800.505981,99.34131622,Horizontes_Ssam_2,7.0,
8,0.286621760997329,0.007152424220837,512.1960273,0.182045498842386,2.423046219,5.615,0.5,2.25,32.63324738,34.98427582,32.01875305,599.9036865,599.1636963,32.08565521,32.41506195,64.41159821,65.07288361,300.2522888,1800.71814,99.34914398,Horizontes_Ssam_2,8.0,
9,0.567910295636687,0.0067469097061442,633.894776,0.174082685663402,2.455532244,5.615,0.5,2.25,32.64962006,35.06766129,31.89566422,799.8563232,798.5343018,32.03746414,32.35248566,64.25247192,64.88425446,300.2495117,1800.08252,99.34436798,Horizontes_Ssam_2,9.0,
10,0.736216701691897,0.0063191198575244,775.3429772,0.161771468922529,2.436341168,5.615,0.5,2.25,32.47029877,34.99193573,31.74715614,1000.263489,998.5846558,32.01342392,32.3061676,64.85799408,65.45108032,300.2632141,1799.817749,99.34661102,Horizontes_Ssam_2,10.0,
11,1.05483443668744,0.0061387725734639,878.9572595,0.15894400284951,2.463408119,5.615,0.5,2.25,32.4254303,35.07548904,31.55171394,1199.92395,1197.595337,32.01160812,32.29924774,65.0145874,65.59877777,300.2522583,1799.335083,99.34033966,Horizontes_Ssam_2,11.0,
12,1.37555484096171,0.0067076292074799,1114.011051,0.172985377025824,2.454577425,5.615,0.5,2.25,32.29948807,35.03693771,31.42451668,1499.964355,1496.907715,31.95158958,32.26464844,65.35929108,65.99967957,300.2546692,1800.112061,99.34581757,Horizontes_Ssam_2,12.0,
13,1.64377960178094,0.0064686967052537,1517.601315,0.162751723597507,2.395237853,5.615,0.5,2.25,32.34176636,34.83218002,31.62672615,1999.684692,1996.003174,31.92545128,32.22000504,65.14868164,65.74976349,300.2530518,1800.502808,99.34365082,Horizontes_Ssam_2,13.0,
1,4.85,0.597,364.0,5.28,1.06,6.0,0.5,2.25,24.2,25.17,23.85,399.73,385.97,11.637,21.953,37.91,70.82,300.2,1800.0,97.81,MMSF_Pstr_4,,
2,3.28,0.597,274.0,5.26,1.06,6.0,0.5,2.25,24.03,25.13,23.65,299.63,290.03,11.645,21.919,38.35,71.48,300.2,1800.0,97.81,MMSF_Pstr_4,,
3,1.67,0.593,187.0,5.24,1.06,6.0,0.5,2.25,24.02,25.13,23.65,201.04,195.64,11.654,21.904,38.4,71.48,300.2,1799.0,97.82,MMSF_Pstr_4,,
4,0.106,0.592,96.1,5.23,1.06,6.0,0.5,2.25,24.01,25.12,23.65,99.36,98.12,11.661,21.891,38.43,71.46,300.2,1800.0,97.81,MMSF_Pstr_4,,
5,-0.687,0.592,53.0,5.23,1.06,6.0,0.5,2.25,24.0,25.11,23.65,50.75,51.59,11.663,21.88,38.45,71.44,300.2,1800.0,97.81,MMSF_Pstr_4,,
6,4.97,0.588,363.0,5.2,1.06,6.0,0.5,2.25,24.0,25.09,23.65,399.71,385.75,11.66,21.83,38.45,71.3,300.2,1800.0,97.82,MMSF_Pstr_4,,
7,4.92,0.588,363.0,5.2,1.06,6.0,0.5,2.25,24.0,25.08,23.65,399.68,385.84,11.659,21.82,38.45,71.28,300.2,1800.0,97.82,MMSF_Pstr_4,,
8,7.73,0.586,542.0,5.18,1.06,6.0,0.5,2.25,23.99,25.06,23.65,598.85,577.43,11.656,21.779,38.45,71.16,300.2,1800.0,97.82,MMSF_Pstr_4,,
9,9.99,0.58,725.0,5.16,1.06,6.0,0.5,2.25,23.99,25.06,23.65,799.88,771.95,11.649,21.737,38.43,71.04,300.2,1800.0,97.82,MMSF_Pstr_4,,
10,11.7,0.579,911.0,5.15,1.06,6.0,0.5,2.25,23.99,25.04,23.65,999.91,966.59,11.642,21.713,38.42,70.97,300.2,1800.0,97.82,MMSF_Pstr_4,,
11,13.3,0.575,1100.0,5.13,1.07,6.0,0.5,2.25,23.98,25.03,23.65,1199.89,1161.32,11.625,21.66,38.38,70.83,300.2,1800.0,97.82,MMSF_Pstr_4,,
12,15.1,0.579,1380.0,5.17,1.07,6.0,0.5,2.25,23.98,25.02,23.65,1499.81,1454.55,11.497,21.615,37.6,70.69,300.2,1800.0,97.82,MMSF_Pstr_4,,
13,16.5,0.561,1860.0,5.07,1.07,6.0,0.5,2.25,23.98,25.04,23.65,1998.71,1946.07,11.698,21.606,38.75,70.65,300.2,1800.0,97.81,MMSF_Pstr_4,,
1,4.24,0.0367,197.0,0.474,1.25,6.0,0.5,2.25,23.98,25.1,24.16,399.65,390.78,18.872,19.803,62.0,64.99,299.6,1799.0,98.12,MMSF_Ltul_2,,
2,3.31,0.0368,143.0,0.49,1.29,6.0,0.5,2.25,23.94,25.27,23.71,300.42,293.49,18.794,19.757,61.8,64.96,299.6,1800.0,98.12,MMSF_Ltul_2,,
3,1.89,0.035,105.0,0.433,1.2,6.0,0.5,2.25,22.36,24.72,21.56,199.51,195.56,18.771,19.621,67.91,70.98,299.6,1800.0,98.12,MMSF_Ltul_2,,
4,0.531,0.0544,80.1,0.667,1.2,6.0,0.5,2.25,24.96,24.91,26.22,99.07,97.88,18.682,19.991,57.89,61.92,299.6,1801.0,98.12,MMSF_Ltul_2,,
5,-0.295,0.0478,59.3,0.592,1.21,6.0,0.5,2.25,23.84,24.9,23.93,49.86,50.39,18.739,19.902,62.07,65.84,299.6,1801.0,98.13,MMSF_Ltul_2,,
6,6.33,0.0485,169.0,0.613,1.23,6.0,0.5,2.25,23.46,25.04,22.92,400.88,387.73,18.688,19.892,63.24,67.31,299.6,1801.0,98.13,MMSF_Ltul_2,,
7,6.58,0.053,178.0,0.652,1.2,6.0,0.5,2.25,23.14,24.91,22.52,400.19,386.52,18.691,19.97,64.5,68.91,299.6,1801.0,98.13,MMSF_Ltul_2,,
8,11.1,0.0789,335.0,1.01,1.26,6.0,0.5,2.25,26.02,25.56,27.27,600.47,577.03,18.644,20.625,54.17,59.92,299.6,1800.0,98.14,MMSF_Ltul_2,,
9,15.1,0.0742,422.0,0.942,1.25,6.0,0.5,2.25,24.87,25.46,24.82,800.59,768.91,18.681,20.529,58.1,63.85,299.6,1800.0,98.13,MMSF_Ltul_2,,
10,17.4,0.0622,491.0,0.736,1.16,6.0,0.5,2.25,22.87,24.83,21.31,999.13,962.9,18.797,20.241,65.97,70.93,299.6,1799.0,98.13,MMSF_Ltul_2,,
11,20.4,0.0658,631.0,0.824,1.23,6.0,0.5,2.25,23.99,25.28,23.35,1199.26,1156.57,18.804,20.421,61.64,66.94,299.6,1799.0,98.13,MMSF_Ltul_2,,
12,21.7,0.0602,845.0,0.662,1.08,6.0,0.5,2.25,22.46,24.35,21.44,1500.31,1454.98,18.874,20.173,67.85,72.53,299.6,1799.0,98.12,MMSF_Ltul_2,,
13,22.1,0.0577,1290.0,0.66,1.12,6.0,0.5,2.25,23.27,24.6,23.14,1999.92,1952.99,18.91,20.206,64.73,69.17,299.6,1801.0,98.12,MMSF_Ltul_2,,
1,38.7,0.49,167.0,4.36,1.03,6.0,0.5,2.25,23.81,25.24,22.18,400.57,320.34,13.757,22.29,45.67,73.97,299.6,1800.0,98.31,Fermi_Zmay_5,,
2,33.4,0.605,119.0,4.64,0.93,6.0,0.5,2.25,23.33,25.09,22.69,299.69,230.66,13.995,23.07,47.9,78.93,299.6,1800.0,98.31,Fermi_Zmay_5,,
3,25.4,0.694,71.1,4.69,0.846,6.0,0.5,2.25,22.79,24.86,21.16,199.0,146.7,14.301,23.48,50.87,82.88,299.6,1799.0,98.31,Fermi_Zmay_5,,
4,14.6,0.867,33.6,5.0,0.764,6.0,0.5,2.25,22.65,24.76,20.95,99.86,69.96,14.33,24.109,51.03,85.85,299.6,1800.0,98.32,Fermi_Zmay_5,,
5,7.99,1.04,16.0,5.51,0.738,6.0,0.5,2.25,23.63,25.19,22.55,49.77,33.4,14.447,25.202,48.48,84.58,299.6,1801.0,98.31,Fermi_Zmay_5,,
6,0.0966,1.01,-1.95,5.31,0.728,6.0,0.5,2.25,23.27,25.06,21.74,-1.59,-1.76,14.688,25.047,50.82,85.94,299.6,1800.0,98.31,Fermi_Zmay_5,,
7,40.0,0.945,222.0,5.1,0.732,6.0,0.5,2.25,22.85,25.0,21.15,400.89,317.63,14.929,24.892,52.84,87.6,299.6,1800.0,98.31,Fermi_Zmay_5,,
8,40.7,1.02,224.0,5.22,0.712,6.0,0.5,2.25,22.97,25.01,21.36,400.53,315.66,14.946,25.132,52.19,87.76,299.6,1800.0,98.31,Fermi_Zmay_5,,
9,41.8,0.989,412.0,5.27,0.732,6.0,0.5,2.25,23.13,25.26,21.78,600.01,510.81,15.098,25.386,52.26,87.86,299.6,1799.0,98.33,Fermi_Zmay_5,,
10,41.2,0.662,568.0,7.38,1.38,6.0,0.5,2.25,22.87,24.98,21.14,800.3,707.3,3.737,18.244,13.15,64.11,299.6,1801.0,98.31,Fermi_Zmay_5,,
1,3.311779641,0.085396291,314.3581152,1.974164648,2.305644574,6.0,0.5,2.25,28.53455544,30.19561577,28.44612885,400.0796204,391.9110413,16.31417847,20.18169975,41.35886765,51.16360855,300.0871887,1799.867188,99.24390411,Horizontes_Cvit_1,,
2,2.081298724,0.078131176,240.144007,1.865506356,2.37341835,6.0,0.5,2.25,28.65226364,30.42700386,28.56271935,299.8100891,294.5499268,16.42256355,20.07769012,41.35145569,50.55493927,300.0801086,1799.057739,99.24697113,Horizontes_Cvit_1,,
3,0.937644031,0.073175648,169.0721867,1.76375379,2.390933609,6.0,0.5,2.25,28.71451569,30.44290543,28.64006424,199.9788513,197.4082947,16.48567009,19.9413681,41.36056137,50.03049088,300.1272888,1799.064331,99.24652863,Horizontes_Cvit_1,,
4,-0.268509831,0.069426467,102.4335862,1.680019258,2.396680622,6.0,0.5,2.25,28.78388977,30.43527794,28.70711708,99.90598297,100.1065598,16.57206535,19.86403084,41.41086197,49.63694382,300.1211243,1798.73291,99.24755859,Horizontes_Cvit_1,,
5,-0.711062558,0.074046586,74.55106677,1.721243955,2.307396482,6.0,0.5,2.25,29.01149178,30.19834137,28.91557693,60.14167404,61.35197067,16.79719353,20.16851044,41.42707825,49.74178696,300.1549377,1799.395264,99.25534058,Horizontes_Cvit_1,,
6,4.659038735,0.07288171,271.7091761,1.713621123,2.332386078,6.0,0.5,2.25,29.08668518,30.32246017,29.01544952,400.2609558,389.6120605,16.86936951,20.22588158,41.4263382,49.6689682,300.1261292,1800.56189,99.25969696,Horizontes_Cvit_1,,
7,4.541224045,0.077432542,280.993427,1.712561798,2.199727665,6.0,0.5,2.25,29.10421181,29.79155731,29.03942871,400.2265015,389.8131409,16.89515686,20.24955559,41.44790649,49.67705917,300.1223145,1800.089233,99.26035309,Horizontes_Cvit_1,,
8,7.633937248,0.076842005,401.0047101,1.709452237,2.211759235,6.0,0.5,2.25,29.18280792,29.87901688,29.11285591,599.8770752,582.6239624,16.99357796,20.34163666,41.50152969,49.67811584,300.1164551,1799.718994,99.26307678,Horizontes_Cvit_1,,
9,10.71283587,0.074588614,515.5745603,1.684048621,2.241942656,6.0,0.5,2.25,29.29537582,30.04326248,29.21641541,799.9158325,775.8873291,17.14403152,20.44184685,41.59729004,49.59892273,300.130249,1798.770752,99.26234436,Horizontes_Cvit_1,,
10,12.78628386,0.07152531,646.0744962,1.670079634,2.314137866,6.0,0.5,2.25,29.55301476,30.40870094,29.461092,999.7154541,970.9121094,17.35640335,20.62627983,41.49020767,49.30679703,300.1273193,1798.760254,99.2596283,Horizontes_Cvit_1,,
11,14.05879469,0.069434829,797.2989394,1.639945782,2.338251761,6.0,0.5,2.25,29.76264954,30.52729225,29.69182777,1199.865967,1167.932495,17.47214508,20.68271065,41.26557541,48.84826279,300.1391296,1799.840088,99.25927734,Horizontes_Cvit_1,,
12,15.23127996,0.063525637,1022.392321,1.548796622,2.406993916,6.0,0.5,2.25,29.92220306,30.76490021,29.87032318,1499.964478,1464.979736,17.56207275,20.59450912,41.10046387,48.19726563,300.1348877,1798.985962,99.26248169,Horizontes_Cvit_1,,
13,16.56260784,0.056221182,1410.531917,1.419466915,2.484161652,6.0,0.5,2.25,30.07777596,31.00718117,30.0201683,2000.225098,1961.539795,17.66093063,20.44121552,40.9644928,47.41335678,300.0666504,1799.121216,99.26338196,Horizontes_Cvit_1,,
1,2.6902382782475,0.0230591852421214,158.0,0.293620292083013,1.23,39.03,0.5,7.2,23.25,25.11,22.04,399.27,353.69,17.217,21.9,58.86,74.55,399.8,1800.0,97.45,GR_Pmar_4,1.0,
2,1.87548039969254,0.0224442736356649,128.0,0.276710222905457,1.19,39.03,0.5,7.2,23.02,24.87,22.08,300.35,268.57,17.422,21.824,60.4,75.34,399.8,1800.0,97.45,GR_Pmar_4,2.0,
3,1.07916986933128,0.0219830899308224,99.4,0.270561106840892,1.19,39.03,0.5,7.2,23.0,24.87,22.08,200.3,181.95,17.626,21.932,61.14,75.77,399.8,1800.0,97.44,GR_Pmar_4,3.0,
4,0.186010760953113,0.022598001537279,80.9,0.273635664873174,1.17,39.03,0.5,7.2,23.01,24.92,22.08,99.48,96.03,17.765,22.13,61.33,76.4,399.8,1800.0,97.44,GR_Pmar_4,4.0,
5,-0.0152344350499616,0.0227517294388932,63.1,0.275172943889316,1.17,39.03,0.5,7.2,23.02,25.0,22.08,63.28,63.25,17.98,22.349,62.06,77.15,399.8,1800.0,97.44,GR_Pmar_4,5.0,
6,2.84396617986164,0.0232129131437356,148.0,0.273635664873174,1.14,39.03,0.5,7.2,22.89,24.91,21.88,400.13,352.29,18.134,22.485,63.08,78.21,399.8,1800.0,97.44,GR_Pmar_4,6.0,
7,2.75172943889316,0.0233666410453497,157.0,0.273635664873174,1.13,39.03,0.5,7.2,22.9,24.92,21.88,400.26,353.95,18.188,22.544,63.24,78.39,399.8,1800.0,97.44,GR_Pmar_4,7.0,
8,4.4119907763259,0.0232129131437356,211.0,0.26902382782475,1.12,39.03,0.5,7.2,22.75,24.89,21.69,601.1,526.93,18.355,22.64,64.38,79.42,399.8,1800.0,97.44,GR_Pmar_4,8.0,
9,5.7033051498847,0.0224442736356649,279.0,0.25826287471176,1.11,39.03,0.5,7.2,22.76,24.92,21.69,797.08,701.4,18.669,22.784,65.7,79.89,399.8,1800.0,97.44,GR_Pmar_4,9.0,
10,7.11760184473482,0.0229054573405073,363.0,0.262874711760184,1.11,39.03,0.5,7.2,22.77,24.95,21.69,1000.39,880.85,18.728,22.896,65.62,80.23,399.8,1800.0,97.44,GR_Pmar_4,10.0,
11,8.19369715603382,0.0224442736356649,456.0,0.25826287471176,1.11,39.03,0.5,7.2,22.79,25.0,21.69,1200.91,1063.23,18.862,22.974,66.01,80.41,399.8,1800.0,97.44,GR_Pmar_4,11.0,
12,9.28516525749423,0.0218293620292083,635.0,0.250576479631053,1.11,39.03,0.5,7.2,22.67,24.99,21.5,1501.1,1344.45,19.012,22.999,67.04,81.1,399.8,1800.0,97.43,GR_Pmar_4,12.0,
13,10.3612605687932,0.0213681783243659,1010.0,0.242890084550346,1.1,39.03,0.5,7.2,22.53,24.95,21.3,1999.1,1823.35,19.204,23.055,68.25,81.94,399.8,1800.0,97.43,GR_Pmar_4,13.0,
1,4.59,0.137,325.0,1.68,1.25,6.0,0.5,2.25,26.9,24.5,27.74,399.66,389.17,15.321,18.617,42.4,51.52,300.2,1801.0,98.47,UMBS_Bpap_2,,
2,3.37,0.0439,162.0,0.702,1.57,6.0,0.5,2.25,21.78,24.93,20.39,300.25,293.12,14.859,16.239,55.98,61.06,300.2,1799.0,98.47,UMBS_Bpap_2,,
3,1.96,0.0506,129.0,0.803,1.56,6.0,0.5,2.25,22.76,24.82,22.67,200.92,196.69,14.53,16.11,51.59,57.09,300.2,1799.0,98.48,UMBS_Bpap_2,,
4,0.338,0.0507,85.2,0.831,1.61,6.0,0.5,2.25,22.88,25.1,22.67,99.38,98.54,14.495,16.129,51.13,56.76,300.2,1799.0,98.48,UMBS_Bpap_2,,
5,-0.406,0.0526,62.3,0.867,1.62,6.0,0.5,2.25,22.69,25.18,22.28,50.51,51.23,14.468,16.174,51.58,57.55,300.2,1799.0,98.48,UMBS_Bpap_2,,
6,5.4,0.0533,216.0,0.866,1.6,6.0,0.5,2.25,22.39,25.09,21.89,400.52,389.05,14.533,16.236,52.79,58.84,300.2,1799.0,98.49,UMBS_Bpap_2,,
7,5.52,0.0552,217.0,0.892,1.59,6.0,0.5,2.25,22.38,25.07,21.89,399.86,388.13,14.531,16.285,52.79,59.05,300.2,1799.0,98.49,UMBS_Bpap_2,,
8,8.77,0.0558,312.0,0.889,1.57,6.0,0.5,2.25,22.37,25.0,21.89,598.58,580.02,14.623,16.37,53.19,59.4,300.2,1799.0,98.49,UMBS_Bpap_2,,
9,12.1,0.0587,421.0,0.924,1.55,6.0,0.5,2.25,22.35,24.97,21.89,799.51,773.9,14.649,16.466,53.32,59.81,300.2,1799.0,98.5,UMBS_Bpap_2,,
10,14.4,0.0589,550.0,0.926,1.55,6.0,0.5,2.25,22.36,24.99,21.89,998.43,967.92,14.724,16.543,53.61,60.08,300.2,1799.0,98.49,UMBS_Bpap_2,,
11,16.5,0.061,697.0,0.956,1.55,6.0,0.5,2.25,22.37,25.03,21.89,1199.48,1164.23,14.755,16.634,53.65,60.36,300.2,1800.0,98.5,UMBS_Bpap_2,,
12,18.8,0.064,946.0,0.997,1.54,6.0,0.5,2.25,22.38,25.05,21.89,1499.96,1459.43,14.775,16.735,53.58,60.68,300.2,1800.0,98.5,UMBS_Bpap_2,,
13,20.0,0.0635,1390.0,0.991,1.54,6.0,0.5,2.25,22.41,25.11,21.89,1998.22,1954.33,14.888,16.835,54.01,60.95,300.2,1799.0,98.51,UMBS_Bpap_2,,
1,4.948107839,0.036868331,159.1914855,1.018545408,2.653996405,6.0,0.5,2.25,31.83655357,36.69597626,30.28092575,399.9114685,389.2316284,33.72433853,35.68702698,70.84909058,74.97236633,300.2605591,1798.971313,99.39205933,Horizontes_Aine_2,,
2,3.619812322,0.07334343,202.5353991,1.452118226,1.937381439,6.0,0.5,2.25,33.71724319,34.82700729,34.70946503,299.8343811,291.7539368,34.0004425,36.79556656,64.25357819,69.5357666,300.2414246,1800.906128,99.38981628,Horizontes_Aine_2,,
3,1.802386063,0.0956436,159.5355952,1.574126117,1.627675628,6.0,0.5,2.25,33.96382141,33.9752388,33.40302658,199.848465,195.6313019,34.28019333,37.30847168,63.89417648,69.53852844,300.2493896,1799.86731,99.38652039,Horizontes_Aine_2,,
4,0.515312744,0.046474423,76.92197472,1.255938532,2.604631429,6.0,0.5,2.25,31.9095993,36.86262894,30.34348297,100.1217194,98.84385681,34.3393631,36.7569313,71.83889008,76.89651489,300.245697,1799.27002,99.38605499,Horizontes_Aine_2,,
5,0.139898096,0.044233014,49.51425895,1.109233329,2.417526974,6.0,0.5,2.25,31.08512497,36.25902939,29.54042244,57.23468781,56.82918167,34.45541,36.59078598,75.54180145,80.22351074,300.2690735,1799.795044,99.39085388,Horizontes_Aine_2,,
6,6.779875842,0.04694179,141.5735031,0.993541009,2.047188511,6.0,0.5,2.25,30.55872726,35.07694244,29.02257347,400.197937,385.882782,34.5602951,36.47338104,78.08724976,82.40977478,300.2384338,1800.443481,99.39561462,Horizontes_Aine_2,,
7,7.252451053,0.038739102,72.33050612,0.882842933,2.195002633,6.0,0.5,2.25,30.19437218,35.4912529,28.66140366,399.9142151,384.7427368,34.60890961,36.30905533,79.84390259,83.76618958,300.2522888,1799.992432,99.39270782,Horizontes_Aine_2,,
8,10.64414215,0.055065084,250.3892053,0.961384311,1.697724944,6.0,0.5,2.25,30.19009781,33.92968369,28.80055237,600.3459473,577.9643555,34.61468124,36.46584702,79.87513733,84.14679718,300.2410583,1801.195923,99.39064789,Horizontes_Aine_2,,
